Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
10758-1,T. Rex Breakout,2018,Juniors,Junior,Jurassic World: Fallen Kingdom,Normal,Box,2,Retail,150.0,3.0,2246.0,3.5,49.99,4.0,59.9900
10759-1,Elastigirl's Rooftop Pursuit,2018,Juniors,Junior,Incredibles 2,Normal,Box,2,Retail,95.0,2.0,1519.0,3.7,19.99,1.0,28.8800
10760-1,Underminer Bank Heist,2018,Juniors,Junior,Incredibles 2,Normal,Box,2,Retail,149.0,3.0,1755.0,3.7,24.99,2.0,50.0000
10761-1,The Great Home Escape,2018,Juniors,Junior,Incredibles 2,Normal,Box,2,Retail,178.0,4.0,1786.0,3.7,29.99,3.0,73.0000
10762-1,Belle's Story Time,2018,Juniors,Junior,Disney Princess,Normal,Box,2,Retail,87.0,4.0,833.0,3.4,14.99,3.0,17.0000
10763-1,Stephanie's Lakeside House,2018,Juniors,Junior,Friends,Normal,Box,4,Retail,215.0,3.0,281.0,0.0,34.99,2.0,21.3480
10764-1,City Central Airport,2018,Juniors,Junior,City,Normal,Box,4,Retail,376.0,5.0,533.0,0.0,49.99,0.0,
10765-1,Ariel's Underwater Concert,2018,Juniors,Junior,Disney Princess,Normal,Box,2,{Not specified},92.0,1.0,688.0,0.0,14.99,3.0,19.9900
10858-1,My First Puzzle Pets,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},18.0,,714.0,3.4,9.99,0.0,
10859-1,My First Ladybird,2018,Duplo,Pre-school,,Normal,Box,2,Retail,6.0,,489.0,0.0,4.99,0.0,
10860-1,My First Race Car,2018,Duplo,Pre-school,,Normal,Box,2,Retail,6.0,,544.0,3.5,4.99,1.0,4.0000
10861-1,My First Emotions,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},28.0,,279.0,0.0,19.99,0.0,
10862-1,My First Celebration,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},41.0,,404.0,0.0,14.99,0.0,
10863-1,My First Animal Brick Box,2018,Duplo,Pre-school,,Normal,Plastic box,2,{Not specified},34.0,,420.0,0.0,29.99,0.0,
10864-1,Large Playground Brick Box,2018,Duplo,Pre-school,,Normal,Plastic box,2,{Not specified},71.0,2.0,271.0,0.0,49.99,0.0,
10865-1,Fun Creations,2018,Duplo,Pre-school,,Normal,Box with handle,2,{Not specified},70.0,,192.0,0.0,29.99,0.0,
10867-1,Farmers' Market,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},26.0,3.0,414.0,0.0,19.99,0.0,
10868-1,Farm Pony Stable,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},59.0,2.0,386.0,0.0,29.99,0.0,
10869-1,Farm Adventures,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},104.0,3.0,329.0,0.0,59.99,0.0,
10870-1,Farm Animals,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},16.0,,1146.0,4.1,9.99,0.0,
10871-1,Airport,2018,Duplo,Pre-school,,Normal,Box,2,{Not specified},29.0,3.0,909.0,4.2,24.99,1.0,23.9900
10872-1,Train Bridge and Tracks,2018,Duplo,Pre-school,Trains,Normal,Box,2,Retail,26.0,1.0,1191.0,3.7,24.99,0.0,
10873-1,Minnie's Birthday Party,2018,Duplo,Pre-school,Minnie,Normal,Box,2,Retail,21.0,1.0,506.0,0.0,19.99,7.0,23.9900
10874-1,Steam Train,2018,Duplo,Pre-school,Trains,Normal,Box,2,Retail,59.0,2.0,1473.0,4.0,64.99,4.0,71.9800
10875-1,Cargo Train,2018,Duplo,Pre-school,Trains,Normal,Box,2,Retail,105.0,3.0,805.0,4.0,129.99,0.0,
10876-1,Spider-Man & Hulk Adventures,2018,Duplo,Pre-school,Marvel Super Hero Adventures,Normal,Box,2,Retail,38.0,3.0,347.0,0.0,29.99,2.0,44.9910
10877-1,Belle's Tea Party,2018,Duplo,Pre-school,Disney Princess,Normal,Box,2,{Not specified},19.0,4.0,468.0,0.0,19.99,1.0,27.0000
10878-1,Rapunzel's Tower,2018,Duplo,Pre-school,Disney Princess,Normal,Box,2,{Not specified},37.0,1.0,188.0,0.0,29.99,0.0,
10879-1,Gentle Giants Petting Zoo,2018,Duplo,Pre-school,Jurassic World,Normal,Box,2,Retail,24.0,1.0,789.0,3.8,19.99,1.0,27.9500
10880-1,T. rex Tower,2018,Duplo,Pre-school,Jurassic World,Normal,Box,2,Retail,22.0,1.0,625.0,0.0,29.99,1.0,44.9500
10881-1,Mickey's Boat,2018,Duplo,Pre-school,Mickey and the Roadster Racers,Normal,Box,2,Retail,28.0,2.0,389.0,0.0,29.99,2.0,35.0000
10882-1,Train Tracks,2018,Duplo,Pre-school,Trains,Normal,Box,2,Retail,23.0,,1135.0,4.2,19.99,0.0,
11915-1,NINJAGO Build Your Own Adventure parts,2018,Ninjago,Action/Adventure,Book Parts,Normal,Polybag,0,Retail,67.0,1.0,132.0,0.0,,0.0,
11916-1,Parts for Disney Princess: Build your own Adventure,2018,Disney,Licensed,Miscellaneous,Normal,Polybag,0,{Not specified},83.0,1.0,57.0,0.0,,0.0,
11917-1,Animal Atlas parts,2018,Miscellaneous,Miscellaneous,Book Parts,Normal,Polybag,0,{Not specified},60.0,,93.0,0.0,,0.0,
11921-1,Parts for {LEGO Atlas series #2},2018,Miscellaneous,Miscellaneous,Book Parts,Normal,Polybag,0,{Not specified},,,13.0,0.0,,,
21038-1,Las Vegas,2018,Architecture,Model making,Skylines,Normal,Box,0,Retail,487.0,,1040.0,0.0,,0.0,
21039-1,Shanghai,2018,Architecture,Model making,Skylines,Normal,Box,2,Retail,597.0,,5873.0,4.2,59.99,17.0,75.0000
21041-1,Great Wall of China,2018,Architecture,Model making,Landmark Series,Normal,Box,2,Retail - limited,551.0,,5282.0,4.2,49.99,12.0,79.9700
21042-1,Statue of Liberty,2018,Architecture,Model making,Landmark Series,Normal,Box,7,Retail - limited,1685.0,,10917.0,4.3,119.99,6.0,93.2974
21047-1,Las Vegas,2018,Architecture,Model making,Skylines,Normal,Box,2,Retail,501.0,,6764.0,4.0,39.99,25.0,79.9500
21138-1,The Melon Farm,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,69.0,3.0,2020.0,4.0,14.99,3.0,25.9900
21139-1,The Nether Fight,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,84.0,3.0,1725.0,3.8,14.99,1.0,35.0000
21140-1,The Chicken Coop,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,198.0,1.0,3778.0,3.9,19.99,8.0,36.8737
21141-1,The Zombie Cave,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,241.0,3.0,3104.0,3.8,19.99,12.0,34.3920
21142-1,The Polar Igloo,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,278.0,2.0,1538.0,3.9,29.99,2.0,7.5000
21143-1,The Nether Portal,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,470.0,3.0,1883.0,4.1,39.99,3.0,64.9935
21144-1,The Farm Cottage ,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,549.0,3.0,1078.0,4.2,49.99,0.0,
21145-1,The Skull Arena,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,198.0,2.0,1976.0,4.1,19.99,3.0,34.4400
21146-1,The Skeleton Attack,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,457.0,4.0,781.0,4.2,39.99,1.0,99.0000
21147-1,The Bedrock Adventures,2018,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,644.0,4.0,749.0,4.0,89.99,4.0,110.1370
21311-1,Voltron,2018,Ideas,Miscellaneous,Licensed,Normal,Box,20,Retail - limited,2321.0,,7916.0,4.5,179.99,18.0,375.0000
21313-1,Ship in a Bottle,2018,Ideas,Miscellaneous,,Normal,Box,10,Retail - limited,962.0,,14892.0,4.3,69.99,27.0,97.9575
21314-1,TRON: Legacy,2018,Ideas,Miscellaneous,Licensed,Normal,Box,8,Retail - limited,230.0,3.0,10390.0,4.2,34.99,47.0,74.9900
21315-1,Pop-Up Book,2018,Ideas,Miscellaneous,,Normal,Box,2,Retail,859.0,5.0,8988.0,4.2,69.99,12.0,60.0000
30325-1,My First Dinosaur,2018,Duplo,Pre-school,,Normal,Polybag,2,{Not specified},7.0,,258.0,0.0,,1.0,5.2000
30326-0,Farm {Random bag},2018,Duplo,Pre-school,,Random,Polybag,0,{Not specified},,,43.0,0.0,,,
30326-2,Farm - Girl,2018,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},4.0,,55.0,0.0,,,
30326-3,Farm - Goat,2018,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},4.0,,68.0,0.0,,,
30326-4,Farm - Boy,2018,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},4.0,,56.0,0.0,,,
30326-5,Farm - Calf,2018,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},4.0,,60.0,0.0,,,
30326-6,Farm - Chicken,2018,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},4.0,,53.0,0.0,,,
30339-1,Traffic Light Patrol,2018,Juniors,Junior,City,Normal,Polybag,2,{Not specified},30.0,1.0,1162.0,2.8,,0.0,
30356-1,Hot Dog Stand,2018,City,Modern day,General,Normal,Polybag,2,Promotional,43.0,1.0,7793.0,4.1,,27.0,11.0000
30357-1,Road Worker,2018,City,Modern day,Construction,Normal,Polybag,2,Retail - limited,58.0,1.0,5023.0,3.8,3.99,14.0,6.7328
30358-1,Dragster,2018,City,Modern day,Racing,Normal,Polybag,2,Retail - limited,40.0,1.0,3696.0,3.3,,22.0,4.2500
30359-1,Police Water Plane,2018,City,Modern day,Mountain Police,Normal,Polybag,2,Retail - limited,48.0,1.0,2286.0,3.5,3.99,7.0,3.6679
30360-1,Arctic Ice Saw,2018,City,Modern day,Arctic,Normal,Polybag,2,Retail - limited,43.0,1.0,2849.0,3.5,3.99,13.0,6.0000
30380-1,Kylo Ren's Shuttle,2018,Star Wars,Licensed,The Last Jedi,Normal,Polybag,2,{Not specified},33.0,,4242.0,3.4,,41.0,2.9900
30381-1,Imperial TIE Fighter,2018,Star Wars,Licensed,Solo,Normal,Polybag,2,{Not specified},42.0,,3346.0,3.7,,27.0,6.0000
30382-1,Baby Velociraptor Playpen,2018,Jurassic World,Licensed,Fallen Kingdom,Normal,Polybag,2,Promotional,48.0,,6964.0,3.7,3.99,52.0,6.0000
30403-1,Olivia's Remote Control Boat,2018,Friends,Modern day,General,Normal,Polybag,2,LEGO exclusive,25.0,1.0,1569.0,3.3,3.99,13.0,2.0000
30404-1,Friendship Flower,2018,Friends,Modern day,Miscellaneous,Normal,Polybag,2,LEGO exclusive,100.0,,3620.0,3.9,,20.0,6.3872
30405-1,Stephanie's Hockey Practice,2018,Friends,Modern day,Sports,Normal,Polybag,2,{Not specified},35.0,1.0,1079.0,3.5,,5.0,2.6400
30406-1,Unikitty Roller Coaster Wagon,2018,Unikitty,Licensed,Promotional,Normal,Polybag,2,LEGO exclusive,46.0,1.0,2148.0,3.2,3.99,75.0,2.9900
30407-1,Harry's Journey to Hogwarts,2018,Harry Potter,Licensed,Philosopher's Stone,Normal,Polybag,2,Retail - limited,40.0,1.0,9556.0,3.9,,315.0,4.0000
30450-1,Royal Talon Fighter,2018,Marvel Super Heroes,Licensed,Black Panther,Normal,Polybag,2,Retail - limited,59.0,,2345.0,3.5,3.99,55.0,3.3697
30498-1,Imperial AT-Hauler,2018,Star Wars,Licensed,Solo,Normal,Polybag,2,{Not specified},49.0,,2401.0,3.1,,18.0,5.9687
30499-1,Robot/Vehicle Free Builds - Make It Yours,2018,Miscellaneous,Miscellaneous,Make It Yours,Normal,Polybag,2,Promotional,56.0,,1291.0,3.5,,7.0,4.9000
30525-1,The Guardians' Ship,2018,Marvel Super Heroes,Licensed,Avengers: Infinity War,Normal,Polybag,2,LEGO exclusive,69.0,,5054.0,3.7,3.99,17.0,5.5000
30526-1,The Mini Ultimate Batmobile,2018,The LEGO Batman Movie,Licensed,Miscellaneous,Normal,Polybag,4,{Not specified},84.0,,2511.0,3.8,,23.0,6.7190
30530-1,WU-CRU Target Training,2018,Ninjago,Action/Adventure,General,Normal,Polybag,2,{Not specified},46.0,2.0,1924.0,3.5,,5.0,5.9900
30531-1,Sons of Garmadon,2018,Ninjago,Action/Adventure,Sons of Garmadon,Normal,Polybag,2,Retail,33.0,1.0,2663.0,3.6,,6.0,9.9500
30532-1,Turbo,2018,Ninjago,Action/Adventure,Sons of Garmadon,Normal,Polybag,2,{Not specified},61.0,1.0,1864.0,3.5,,5.0,4.5500
30540-1,Yellow Flyer,2018,Creator,Model making,Miscellaneous,Normal,Polybag,2,{Not specified},43.0,,781.0,3.3,,1.0,5.8000
30541-1,Animal Free Builds - Make It Yours,2018,Miscellaneous,Miscellaneous,Make It Yours,Normal,Polybag,2,LEGO exclusive,10.0,,1103.0,3.6,1.99,17.0,3.4000
30542-1,Cute Pug,2018,Creator,Model making,3 in 1,Normal,Polybag,5,Retail - limited,68.0,,5683.0,3.8,3.99,31.0,15.0000
30543-1,Christmas Train,2018,Creator,Model making,Seasonal,Normal,Polybag,2,Retail - limited,66.0,,5238.0,3.7,,66.0,9.9900
30547-1,Dragon Hunter,2018,Ninjago,Action/Adventure,Hunted,Normal,Polybag,2,{Not specified},61.0,1.0,2041.0,3.7,,16.0,5.9900
30552-1,Ariel's Underwater Symphony,2018,Disney,Licensed,The Little Mermaid,Normal,Polybag,2,{Not specified},51.0,1.0,1309.0,3.3,,5.0,18.5000
30614-1,Lex Luthor,2018,DC Comics Super Heroes,Licensed,Superman,Normal,Polybag,0,Promotional,4.0,1.0,1789.0,4.0,,24.0,12.0000
30615-1,Edna Mode,2018,Disney,Licensed,Incredibles 2,Normal,Polybag,0,Promotional,4.0,1.0,1293.0,3.6,,12.0,7.4703
30617-1,Green Lantern Jessica Cruz,2018,DC Comics Super Heroes,Licensed,Justice League,Normal,Polybag,0,Promotional,4.0,1.0,1851.0,4.1,,27.0,15.0000
31071-1,Drone Explorer,2018,Creator,Model making,3 in 1,Normal,Box,6,Retail,109.0,,3794.0,3.5,9.99,2.0,10.0000
31072-1,Extreme Engines,2018,Creator,Model making,3 in 1,Normal,Box,6,Retail,109.0,,3564.0,3.8,9.99,4.0,9.0000
31073-1,Mythical Creatures,2018,Creator,Model making,3 in 1,Normal,Box,7,Retail,223.0,,3985.0,4.0,14.99,2.0,19.9900
31074-1,Rocket Rally Car,2018,Creator,Model making,3 in 1,Normal,Box,4,Retail,241.0,,2114.0,3.6,19.99,3.0,20.0000
31075-1,Outback Adventures,2018,Creator,Model making,3 in 1,Normal,Box,6,Retail,225.0,1.0,2291.0,3.8,19.99,7.0,20.7341
31076-1,Daredevil Stunt Plane,2018,Creator,Model making,3 in 1,Normal,Box,6,Retail,200.0,1.0,2754.0,4.0,19.99,4.0,24.0000
31077-1,Modular Sweet Surprises,2018,Creator,Model making,3 in 1,Normal,Box,6,Retail,396.0,3.0,4333.0,3.9,39.99,8.0,37.9900
31078-1,Tree House Treasures ,2018,Creator,Model making,3 in 1,Normal,Box,6,{Not specified},260.0,2.0,3519.0,4.0,29.99,5.0,37.0831
31079-1,Sunshine Surfer Van,2018,Creator,Model making,3 in 1,Normal,Box,6,Retail,379.0,2.0,6611.0,4.1,34.99,6.0,49.9900
31080-1,Modular Winter Vacation,2018,Creator,Model making,3 in 1,Normal,Box,6,Retail,374.0,2.0,2994.0,3.7,34.99,5.0,40.0000
31081-1,Modular Skate House,2018,Creator,Model making,3 in 1,Normal,Box,2,Retail,422.0,2.0,3101.0,3.7,39.99,7.0,55.0000
31083-1,Cruising Adventures,2018,Creator,Model making,3 in 1,Normal,Box,2,Retail,597.0,3.0,2800.0,4.2,59.99,3.0,40.0000
31084-1,Pirate Roller Coaster,2018,Creator,Model making,3 in 1,Normal,Box,2,Retail,923.0,5.0,6885.0,4.2,89.99,20.0,139.0000
31085-1,Mobile Stunt Show,2018,Creator,Model making,3 in 1,Normal,Box,2,Retail,581.0,2.0,1170.0,3.6,49.99,1.0,59.9900
40187-1,Flower Display,2018,Seasonal,Miscellaneous,Valentine's Day,Normal,Box,2,LEGO exclusive,100.0,,4983.0,4.1,5.99,5.0,17.9900
40188-1,Pencil Pot,2018,Miscellaneous,Miscellaneous,Accessories,Normal,Box,2,Retail - limited,187.0,1.0,1908.0,4.1,12.99,3.0,18.2311
40197-1,Wedding Favour Set 2018,2018,Miscellaneous,Miscellaneous,,Normal,Box,1,LEGO exclusive,132.0,2.0,3954.0,3.9,9.99,54.0,47.9900
40198-1,LEGO Ludo Game,2018,Miscellaneous,Miscellaneous,Games,Normal,Box,2,LEGO exclusive,389.0,16.0,1760.0,3.7,39.99,3.0,33.6570
40199-1,Billund Airport ,2018,Miscellaneous,Miscellaneous,,Normal,Box,1,Retail - limited,286.0,,766.0,4.1,,1.0,87.6523
40235-1,Year of the Dog,2018,Seasonal,Miscellaneous,Chinese Traditional Festivals,Normal,Box,2,LEGO exclusive,156.0,,3232.0,4.0,,14.0,29.1325
40270-1,Valentine's Bee,2018,BrickHeadz,Licensed,Seasonal,Normal,Box,2,LEGO exclusive,140.0,,7232.0,3.8,9.99,53.0,17.9900
40271-1,Easter Bunny,2018,BrickHeadz,Licensed,Seasonal,Normal,Box,2,LEGO exclusive,126.0,,7265.0,3.7,9.99,17.0,14.0000
40272-1,Halloween Witch,2018,BrickHeadz,Licensed,Seasonal,Normal,Box,2,LEGO exclusive,151.0,,5766.0,3.7,9.99,19.0,19.9900
40273-1,Thanksgiving Turkey,2018,BrickHeadz,Licensed,Seasonal,Normal,Box,2,LEGO exclusive,114.0,,5178.0,3.8,9.99,14.0,20.0000
40274-1,Mr. & Mrs. Claus,2018,BrickHeadz,Licensed,Seasonal,Normal,Box,4,LEGO exclusive,341.0,,9223.0,4.0,19.99,42.0,25.0000
40276-1,Walrus,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,55.0,,526.0,0.0,,4.0,6.0000
40277-1,Car and petrol pump,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,44.0,,508.0,0.0,,0.0,
40278-1,Lamb,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,45.0,,546.0,0.0,,1.0,5.9700
40279-1,Frog,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,43.0,,538.0,0.0,,3.0,4.9500
40280-1,Tractor,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,38.0,,555.0,0.0,,3.0,4.7684
40281-1,Surfer Dragon,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,43.0,,526.0,0.0,,2.0,4.7500
40282-1,BBQ,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,37.0,,658.0,0.0,,1.0,4.4266
40283-1,Snail,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,37.0,,538.0,0.0,,1.0,4.9500
40284-1,Glider,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,29.0,,458.0,0.0,,4.0,4.9500
40285-1,Scarecrow,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,24.0,,571.0,0.0,,1.0,15.0000
40286-1,Ice Dragon,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,50.0,,450.0,0.0,,0.0,
40287-1,Sleigh,2018,Promotional,Miscellaneous,Monthly Mini Model Build,Normal,Polybag,2,LEGO exclusive,64.0,,557.0,0.0,,2.0,5.0000
40288-1,BB-8,2018,Star Wars,Licensed,Promotional,Normal,Polybag,2,LEGO exclusive,48.0,,7484.0,3.7,,39.0,13.0000
40289-1,Diagon Alley,2018,Harry Potter,Licensed,Promotional,Normal,Box,2,Promotional,374.0,1.0,6430.0,4.1,,12.0,72.0000
40290-1,60 Years of the LEGO Brick,2018,Promotional,Miscellaneous,Gift with Purchase,Normal,Box,2,LEGO exclusive,421.0,,7433.0,4.2,,18.0,30.0000
40291-1,Creative Personalities,2018,Promotional,Miscellaneous,Gift with Purchase,Normal,Box,2,LEGO exclusive,307.0,2.0,6820.0,4.1,,19.0,17.6464
40292-1,Christmas Gift Box,2018,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,301.0,2.0,8746.0,4.1,,26.0,28.9500
40293-1,Christmas Carousel,2018,Seasonal,Miscellaneous,Christmas,Normal,Box,2,LEGO exclusive,251.0,,5492.0,3.9,,6.0,44.9500
40298-1,DJ,2018,Star Wars,Licensed,The Last Jedi,Normal,Polybag,1,{Not specified},22.0,1.0,7121.0,3.4,,39.0,5.0000
40299-1,Kessel Mine Worker,2018,Star Wars,Licensed,Solo,Normal,Polybag,1,{Not specified},22.0,1.0,4474.0,3.7,,19.0,21.9900
40300-1,Han Solo Mudtrooper,2018,Star Wars,Licensed,Solo,Normal,Polybag,1,{Not specified},22.0,1.0,6760.0,4.0,,92.0,13.8341
40301-1,Bat Shooter,2018,The LEGO Batman Movie,Licensed,Miscellaneous,Normal,Polybag,2,{Not specified},40.0,,350.0,0.0,,11.0,5.7500
40302-1,Become my City Hero,2018,City,Modern day,Mountain Police,Normal,Polybag,2,Retail - limited,85.0,1.0,391.0,0.0,,0.0,
40303-1,Vehicle Set,2018,City,Modern day,Miscellaneous,Normal,Polybag,0,LEGO exclusive,79.0,,490.0,0.0,,0.0,
40304-1,Numbers,2018,Duplo,Pre-school,,Normal,Polybag,0,{Not specified},11.0,,182.0,0.0,,0.0,
40305-1,LEGO Brand Retail Store,2018,Promotional,Miscellaneous,LEGO brand stores,Normal,Box,2,LEGO exclusive,362.0,2.0,8342.0,4.1,24.99,24.0,37.0831
40306-1,LEGOLAND Castle,2018,Promotional,Miscellaneous,LEGOLAND,Normal,Box,1,LEGOLAND exclusive,220.0,1.0,2800.0,3.9,,8.0,15.0000
40307-1,Castle Interior Kit,2018,Disney,Licensed,Disney Princess,Normal,Box,1,{Not specified},115.0,,1123.0,3.5,9.99,11.0,3.9900
40309-1,Food Accessories,2018,Xtra,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,30.0,,4193.0,4.0,3.99,22.0,4.9000
40310-1,Botanical Accessories,2018,Xtra,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,24.0,,3988.0,4.0,3.99,16.0,5.9900
40311-1,Traffic Lights,2018,Xtra,Miscellaneous,,Normal,Polybag,1,LEGO exclusive,46.0,,4364.0,3.9,3.99,51.0,5.9500
40312-1,Streetlamps,2018,Xtra,Miscellaneous,,Normal,Polybag,1,LEGO exclusive,34.0,,5350.0,3.9,3.99,36.0,6.0000
40313-1,Bicycles,2018,Xtra,Miscellaneous,,Normal,Polybag,0,LEGO exclusive,21.0,,3886.0,3.9,3.99,17.0,5.4900
40314-1,Dr. Fox Magnifying Machine ,2018,Unikitty,Licensed,Miscellaneous,Normal,Box,1,LEGO exclusive,76.0,,388.0,0.0,16.99,0.0,
40315-1,Ninjago Board Game,2018,Ninjago,Action/Adventure,Promotional,Normal,Polybag,2,{Not specified},49.0,,109.0,0.0,,0.0,
40316-1,Geoffrey,2018,BrickHeadz,Licensed,Miscellaneous,Normal,Box,0,{Not specified},,,,0.0,,0.0,
40320-1,Plants From Plants,2018,Promotional,Miscellaneous,Miscellaneous,Normal,Box,1,LEGO exclusive,29.0,,2552.0,3.7,,17.0,5.7500
40358-1,"Bean There, Donut That",2018,Promotional,Miscellaneous,Target,Normal,Box,1,Retail - limited,146.0,4.0,4837.0,4.0,,62.0,15.0000
40388-1,Mini-Doll Dress-Up Kit,2018,Disney,Licensed,Miscellaneous,Normal,Box,1,LEGO exclusive,80.0,,545.0,0.0,9.99,4.0,8.3100
40389-1,Photo Frame,2018,Miscellaneous,Miscellaneous,Photo frames,Normal,Box,2,LEGOLAND exclusive,171.0,,269.0,0.0,,,
41151-1,Mulan's Training Day,2018,Disney,Licensed,Mulan,Normal,Box,2,Retail,104.0,1.0,1776.0,3.7,14.99,0.0,
41152-1,Sleeping Beauty's Fairytale Castle,2018,Disney,Licensed,Sleeping Beauty,Normal,Box,2,Retail,322.0,3.0,1194.0,3.8,39.99,2.0,69.2230
41153-1,Ariel's Royal Celebration Boat,2018,Disney,Licensed,The Little Mermaid,Normal,Box,2,Retail,380.0,2.0,1266.0,4.0,49.99,1.0,45.0000
41154-1,Cinderella's Dream Castle,2018,Disney,Licensed,Cinderella,Normal,Box,2,Retail,585.0,2.0,1206.0,3.9,69.99,0.0,
41155-1,Elsa's Market Adventure,2018,Disney,Licensed,Frozen,Normal,Box,2,Retail,125.0,2.0,1429.0,3.3,19.99,4.0,13.4900
41156-1,Rapunzel's Castle Bedroom,2018,Disney,Licensed,Tangled: The Series,Normal,Box,2,Retail,156.0,1.0,944.0,3.7,19.99,1.0,30.0000
41157-1,Rapunzel's Travelling Caravan,2018,Disney,Licensed,Tangled: The Series,Normal,Box,2,Retail,323.0,2.0,870.0,0.0,39.99,3.0,35.9900
41190-1,Emily Jones & The Eagle Getaway,2018,Elves,Action/Adventure,,Normal,Box,2,Retail,149.0,2.0,1795.0,3.7,14.99,3.0,16.4243
41191-1,Naida & The Water Turtle Ambush,2018,Elves,Action/Adventure,,Normal,Box,2,Retail,205.0,2.0,1920.0,4.1,19.99,8.0,59.9900
41192-1,Azari & The Fire Lion Capture,2018,Elves,Action/Adventure,,Normal,Box,4,Retail,360.0,3.0,1439.0,4.0,29.99,3.0,60.0000
41193-1,Aira & the Song of the Wind Dragon,2018,Elves,Action/Adventure,,Normal,Box,4,Retail,451.0,3.0,1530.0,4.3,39.99,4.0,110.0000
41194-1,Noctura's Tower & the Earth Fox Rescue ,2018,Elves,Action/Adventure,,Normal,Box,6,Retail,646.0,4.0,1316.0,4.0,59.99,5.0,143.8106
41195-1,Emily & Noctura's Showdown,2018,Elves,Action/Adventure,,Normal,Box,4,Retail,650.0,4.0,1011.0,4.0,49.99,2.0,129.0000
41196-1,The Elvenstar Tree Bat Attack,2018,Elves,Action/Adventure,,Normal,Box,6,Retail,883.0,5.0,1117.0,4.3,79.99,3.0,150.0000
41287-1,Bubbles' Playground Showdown,2018,The Powerpuff Girls,Licensed,,Normal,Box,2,Retail,144.0,3.0,1394.0,3.5,19.99,9.0,19.3500
41288-1,Mojo Jojo Strikes,2018,The Powerpuff Girls,Licensed,,Normal,Box,2,Retail,228.0,4.0,1231.0,3.8,29.99,7.0,45.0000
41327-1,Mia's Bedroom,2018,Friends,Modern day,Bedrooms,Normal,Box,2,Retail,86.0,1.0,1656.0,3.7,9.99,0.0,
41328-1,Stephanie's Bedroom,2018,Friends,Modern day,Bedrooms,Normal,Box,2,Retail,95.0,1.0,1482.0,3.5,9.99,3.0,14.0000
41329-1,Olivia's Deluxe Bedroom,2018,Friends,Modern day,Bedrooms,Normal,Box,2,Retail,163.0,1.0,1210.0,3.8,14.99,0.0,
41330-1,Stephanie's Soccer Practice,2018,Friends,Modern day,Sports,Normal,Box,2,Retail,119.0,1.0,1054.0,3.4,14.99,2.0,15.0000
41332-1,Emma's Art Stand,2018,Friends,Modern day,Art,Normal,Box,2,Retail,210.0,1.0,2129.0,3.9,19.99,2.0,25.0000
41333-1,Olivia's Mission Vehicle,2018,Friends,Modern day,Traffic,Normal,Box,2,Retail,223.0,1.0,2269.0,3.9,19.99,1.0,25.0000
